,eccentricity,argument of perigee,inclination,mean anomaly,Brouwer mean motion,right ascension
04:13.5,0.0008418,2.478521127,1.606134008,-2.475374298,0.063404546,1.499705576
13:23.5,0.0008528,2.431355349,1.606134008,-2.428133471,0.063404552,1.503777429
06:25.7,0.0008598,2.401063415,1.606134008,-2.397792668,0.063404557,1.506395423
52:30.0,0.0008729,2.341559904,1.606134008,-2.338196655,0.063404567,1.511633156
57:01.5,0.0008861,2.276162417,1.606135753,-2.272703175,0.063404578,1.517452084
47:44.3,0.0008931,2.237154309,1.606137499,-2.233640961,0.063404586,1.520942742
17:40.7,0.0009011,2.195564858,1.606139244,-2.191993914,0.063404596,1.524726616
22:12.1,0.0009119,2.132485168,1.606140989,-2.128832194,0.063404609,1.530545544
54:27.8,0.0009165,2.100315259,1.606142735,-2.096623888,0.063404616,1.533456753
08:16.3,0.0009208,2.075243605,1.606142735,-2.071522563,0.063404623,1.535783277
56:39.8,0.0009274,2.028186037,1.60614448,-2.024412635,0.063404634,1.540148345
45:03.3,0.0009332,1.981404232,1.606146225,-1.977583706,0.063404643,1.544515159
47:15.2,0.0009415,1.910655565,1.606147971,-1.906772208,0.063404658,1.551208497
21:50.1,0.0009438,1.888809279,1.606147971,-1.884908468,0.063404663,1.553247041
12:32.9,0.0009467,1.852134676,1.606147971,-1.848207685,0.063404671,1.556739445
35:31.5,0.0009489,1.784269293,1.606149716,-1.78030565,0.063404388,1.563143058
28:33.7,0.0009503,1.757029939,1.606151461,-1.753054079,0.063404388,1.565762797
35:24.7,0.0009531,1.705837687,1.606153207,-1.701840883,0.063404391,1.570710806
42:15.6,0.0009546,1.652772696,1.606154952,-1.64876193,0.063404402,1.575660559
12:12.2,0.000956,1.613558639,1.606156697,-1.609540891,0.063404405,1.579446179
39:49.5,0.0009569,1.564811593,1.606158443,-1.560790354,0.063404406,1.584104462
48:59.6,0.000957,1.522037063,1.606158443,-1.518019316,0.063404408,1.588179806
21:15.5,0.0009567,1.492012164,1.606160188,-1.487997907,0.063404408,1.591091015
09:39.2,0.0009558,1.446385767,1.606161933,-1.442381982,0.063404408,1.595459574
55:43.7,0.0009534,1.391596391,1.606163679,-1.38761355,0.063404409,1.600700798
27:59.5,0.0009521,1.360946664,1.606163679,-1.356977785,0.06340441,1.603612007
32:31.1,0.0009478,1.299491876,1.606165424,-1.295559649,0.063404412,1.609436171
46:19.8,0.000946,1.275020614,1.606165424,-1.271105841,0.063404414,1.611766186
11:37.8,0.0009411,1.21708441,1.606167169,-1.21321327,0.063404418,1.617300625
18:28.6,0.0009357,1.163883284,1.606168915,-1.160059267,0.063404423,1.622252124
27:38.7,0.0009302,1.120442039,1.60617066,-1.116663401,0.063404428,1.626329213
59:54.5,0.000926,1.089588108,1.606172405,-1.085840886,0.063404432,1.629242167
09:04.6,0.0009196,1.045860629,1.606174151,-1.042164022,0.063404439,1.633321002
57:28.2,0.0009122,0.998480176,1.606175896,-0.994841164,0.063404447,1.637689561
45:51.9,0.0009041,0.950333523,1.606179387,-0.946757343,0.063404455,1.642059865
55:01.9,0.0008959,0.905799702,1.606182877,-0.902284609,0.063404462,1.646140445
20:19.8,0.0008836,0.844381565,1.606186368,-0.840957229,0.063404473,1.65167663
08:43.4,0.0008731,0.795542017,1.606188113,-0.79218924,0.063404481,1.656046934
22:31.9,0.0008672,0.769011267,1.606189859,-0.765700377,0.063404487,1.658378694
50:09.1,0.0008566,0.7148537,1.606191604,-0.711624841,0.063404469,1.663042214
59:19.0,0.0008443,0.670148837,1.606193349,-0.666996772,0.063404504,1.667122794
47:42.5,0.0008321,0.619244564,1.606195095,-0.61617453,0.063404512,1.671494843
36:06.0,0.0008198,0.568144814,1.60619684,-0.565158556,0.063404519,1.675866893
45:16.0,0.0008073,0.519561829,1.606198585,-0.516655856,0.063404525,1.679949218
54:25.9,0.0007952,0.470512841,1.606200331,-0.467687153,0.06340453,1.684029798
42:49.4,0.0007815,0.416686887,1.606203821,-0.413950211,0.063404534,1.688405338
28:53.5,0.0007648,0.351783328,1.606207312,-0.349151372,0.063404537,1.693653544
40:22.7,0.0007543,0.311256783,1.606209057,-0.308689403,0.063404537,1.696861459
28:46.2,0.0007397,0.2571987,1.606210803,-0.254718587,0.063404538,1.701235254
19:29.0,0.0007278,0.211999908,1.606212548,-0.209589609,0.063404539,1.704734639
47:06.0,0.0007119,0.151782558,1.606214293,-0.149463016,0.063404536,1.709399904
12:23.7,0.0006932,0.077359974,1.606216039,-0.075146896,0.063404534,1.714941324
40:00.8,0.0006774,0.014493214,1.606217784,-0.012367403,0.063404531,1.719608335
49:10.7,0.000663,6.240915178,1.606219529,-6.238866161,0.063404531,1.723692405
02:59.3,0.0006549,6.208286248,1.606219529,-6.206279119,0.063404532,1.726024165
51:22.8,0.0006397,6.145349675,1.606221275,-6.143419341,0.063404531,1.730401451
39:46.3,0.0006248,6.081255949,1.60622302,-6.079400664,0.063404532,1.734776991
25:50.7,0.0006052,6.002674244,1.606224765,-6.000902735,0.063404295,1.740028687
14:14.6,0.0005913,5.934714614,1.606226511,-5.933012918,0.063404297,1.744404227
25:44.0,0.0005806,5.883066831,1.606228256,-5.881414004,0.063404302,1.747613888
30:15.8,0.0005623,5.787503073,1.606231747,-5.785932277,0.063404308,1.753450269
39:26.0,0.0005499,5.718049441,1.606233492,-5.71653275,0.063404314,1.757536085
53:14.7,0.0005432,5.677571765,1.606235237,-5.676082999,0.063404318,1.75986959
41:38.6,0.0005311,5.599305965,1.606238728,-5.597869559,0.063404324,1.764248621
50:48.8,0.0005207,5.525208012,1.606242219,-5.523816984,0.063404331,1.768334437
36:53.3,0.0005077,5.425652686,1.606245709,-5.424314018,0.06340434,1.773587878
48:22.8,0.0005012,5.364173463,1.606247455,-5.362862721,0.063404345,1.776799284
32:08.1,0.0004891,5.242365189,1.6062492,-5.241101571,0.063404355,1.78292888
02:04.7,0.0004829,5.164650913,1.606250945,-5.16341173,0.063404362,1.786724971
11:14.9,0.0004774,5.07976508,1.606250945,-5.078548585,0.063404368,1.790812532
43:30.7,0.0004743,5.018601762,1.606252691,-5.01739923,0.063404373,1.793732468
31:54.5,0.0004704,4.926991175,1.606254436,-4.925802605,0.063404379,1.798111499
57:12.6,0.0004677,4.809802787,1.606256181,-4.808626435,0.063404384,1.803659901
45:36.4,0.0004662,4.715312407,1.606257927,-4.7141378,0.063404388,1.808038932
50:08.0,0.0004675,4.59068019,1.606261417,-4.589502093,0.063404391,1.813880549
22:23.9,0.0004687,4.528516798,1.606263163,-4.527329974,0.06340439,1.816800485
15:26.1,0.0004706,4.472057142,1.606263163,-4.470863337,0.06340439,1.819428951
19:57.8,0.0004757,4.34922436,1.606264908,-4.34800612,0.063404388,1.825270568
49:54.4,0.0004806,4.270447179,1.606266653,-4.269207995,0.063404388,1.829066659
59:04.7,0.0004868,4.188278823,1.606268399,-4.18701346,0.063404386,1.833155965
05:55.6,0.0004948,4.086765238,1.606266653,-4.085459732,0.063404383,1.838123172
40:30.7,0.0004988,4.047207351,1.606268399,-4.045884391,0.063404383,1.840166953
03:29.7,0.0005127,3.921735631,1.606268399,-3.920349839,0.063404381,1.846593255
17:18.4,0.0005179,3.878376416,1.606270144,-3.876964445,0.063404382,1.848930251
24:09.4,0.0005308,3.786284118,1.606270144,-3.784814551,0.063404383,1.853895713
51:46.8,0.0005431,3.702614779,1.606271889,-3.701084125,0.063404385,1.858569705
40:10.7,0.0005559,3.626375307,1.606271889,-3.624785312,0.063404388,1.862950481
30:53.7,0.0005662,3.567178974,1.606273635,-3.565538365,0.063404392,1.866456847
56:11.9,0.0005838,3.475749902,1.60627538,-3.474025516,0.063404396,1.872006994
28:27.8,0.0005933,3.429165318,1.606277125,-3.427393809,0.0634044,1.874928676
58:24.4,0.0006063,3.368920043,1.60627887,-3.367083957,0.063404405,1.878726512
44:29.0,0.0006232,3.289973565,1.606280616,-3.288048467,0.063404412,1.883986934
51:20.0,0.0006404,3.216786674,1.606282361,-3.214774309,0.06340442,1.888954141
21:16.6,0.000653,3.162744299,1.606282361,-3.160662121,0.063404427,1.892751978
48:54.0,0.0006694,3.097181005,1.606284106,-3.095013307,0.063404434,1.897427715
21:09.8,0.0006793,3.057527125,1.606284106,-3.055303575,0.063404439,1.900349396
11:52.8,0.0006914,3.009757463,1.606284106,-3.007465846,0.063404445,1.903855763
00:16.6,0.0007065,2.951543751,1.606284106,-2.949166613,0.063404452,1.908238284
48:40.3,0.0007209,2.894874656,1.606285852,-2.892411996,0.063404458,1.912622551
13:58.4,0.0007394,2.82452916,1.606285852,-2.821960036,0.063404465,1.918174444
04:41.4,0.0007513,2.780669036,1.606285852,-2.778028353,0.063404469,1.921682556
34:38.0,0.0007634,2.734115869,1.606285852,-2.731401882,0.063404472,1.925480392
02:15.3,0.0007781,2.677150068,1.606287597,-2.674343578,0.063404473,1.930156129
52:58.2,0.000789,2.635009093,1.606287597,-2.63213279,0.063404474,1.933664241
41:21.9,0.0008029,2.582909269,1.606287597,-2.579949191,0.063404473,1.938046763
08:59.2,0.0008161,2.528044844,1.606287597,-2.524994009,0.063404472,1.9427225
57:23.0,0.0008285,2.476849101,1.606287597,-2.473717981,0.06340447,1.947105021
22:41.0,0.0008438,2.413043355,1.606285852,-2.409809259,0.063404466,1.952658659
31:51.2,0.0008552,2.366804347,1.606285852,-2.363496948,0.063404464,1.956749711
24:53.4,0.0008615,2.337011576,1.606285852,-2.333660544,0.063404464,1.959379922
50:11.5,0.0008748,2.274321095,1.606284106,-2.27087756,0.063404461,1.964931814
17:48.8,0.0008859,2.222617461,1.606282361,-2.219098877,0.063404462,1.969607552
47:45.4,0.0008938,2.180469505,1.606282361,-2.176895071,0.063404462,1.973405388
40:47.6,0.0008996,2.152032856,1.606282361,-2.148420024,0.063404463,1.976033854
08:24.9,0.0009087,2.100943578,1.606280616,-2.097266169,0.063404466,1.980709591
10:37.3,0.00092,2.027946927,1.606280616,-2.024187488,0.063404471,1.987429109
01:20.2,0.0009261,1.990455509,1.606280616,-1.986655928,0.063404473,1.990935475
35:55.3,0.0009289,1.968989705,1.606280616,-1.965169179,0.063404475,1.992981001
03:32.5,0.0009358,1.91964052,1.606280616,-1.915772871,0.063404483,1.997654993
10:23.4,0.0009412,1.866568548,1.606280616,-1.862659011,0.063404489,2.0026222
01:06.7,0.0009319,1.827387652,1.606282361,-1.823476369,0.063403103,2.006126821
49:32.3,0.0009343,1.781527381,1.606280616,-1.777591663,0.063403117,2.010509343
35:39.0,0.0009373,1.726362759,1.60627887,-1.722402607,0.063403125,2.01576802
03:18.2,0.0009397,1.678008412,1.606277125,-1.674032552,0.063403134,2.020442011
54:02.6,0.0009401,1.634408342,1.606277125,-1.632017241,0.063399744,2.023946632
42:34.4,0.000906,1.592778749,1.60627538,-1.588860485,0.06339973,2.028329154
10:18.7,0.0009059,1.54504923,1.606273635,-1.541130965,0.063399734,2.033003146
40:22.3,0.0008703,1.507498471,1.606273635,-1.503655256,0.063396594,2.036795746
51:59.8,0.0008716,1.472083995,1.606271889,-1.468242525,0.063396575,2.040012388
17:31.8,0.0008697,1.416510966,1.606270144,-1.412685205,0.063396578,2.045562535
06:06.5,0.0008673,1.371464018,1.606268399,-1.367657455,0.063396583,2.049941566
38:30.1,0.0008421,1.350389168,1.606256181,-1.346638455,0.063394069,2.052878955
27:09.1,0.0008302,1.298627938,1.606266653,-1.294922604,0.063393552,2.057242279
57:18.8,0.0008271,1.260838069,1.606264908,-1.25715717,0.063393551,2.06103837
22:56.8,0.0008273,1.216829592,1.606263163,-1.213171382,0.063392558,2.066586771
13:53.1,0.0008237,1.180415042,1.606261417,-1.176784757,0.063392553,2.070087902
23:18.8,0.000818,1.138343881,1.606257927,-1.134751993,0.063392552,2.074173718
48:58.0,0.0008109,1.082805759,1.606254436,-1.079267976,0.063392552,2.079720374
37:38.3,0.0008041,1.038059007,1.606252691,-1.034568349,0.063392555,2.08409766
51:35.9,0.0008004,1.014359181,1.606250945,-1.010894703,0.063392556,2.08643291
40:16.2,0.0007923,0.969032981,1.6062492,-0.965620862,0.063392557,2.090810196
28:56.6,0.0007847,0.923666637,1.606245709,-0.920310369,0.063392562,2.095187482
54:35.7,0.0007733,0.865761849,1.606243964,-0.862478884,0.063392568,2.100730648
43:16.0,0.0007633,0.819613598,1.606242219,-0.816393466,0.063392574,2.105107933
31:56.4,0.000753,0.772786414,1.606240473,-0.769630859,0.063392581,2.109485219
25:08.5,0.0007468,0.74445623,1.606238728,-0.741339072,0.063392586,2.112110194
50:47.6,0.0007328,0.683591363,1.606236983,-0.680561471,0.063392594,2.11765336
23:14.4,0.0007249,0.650643037,1.606236983,-0.647660269,0.063392599,2.120569805
48:53.4,0.0007096,0.588270206,1.606233492,-0.585378195,0.063392608,2.126112971
37:33.7,0.0006968,0.538161803,1.606230001,-0.535341351,0.063392616,2.130488511
51:31.2,0.0006894,0.512498482,1.606230001,-0.509718172,0.063392619,2.132822017
40:11.4,0.0006757,0.461531377,1.606226511,-0.458824371,0.063392626,2.137195812
05:50.4,0.0006591,0.395456702,1.60622302,-0.392843944,0.063392633,2.142737232
33:45.3,0.0006442,0.33912271,1.606219529,-0.336590237,0.063392638,2.147402497
20:09.5,0.000627,0.274089996,1.606216039,-0.271646535,0.063392644,2.152652447
11:05.7,0.0006157,0.230249071,1.606214293,-0.227863206,0.063392645,2.156150087
41:16.5,0.0006027,0.182189685,1.606210803,-0.179866651,0.063392645,2.159940942
29:56.7,0.0005879,0.125335584,1.606209057,-0.123082364,0.063392647,2.164312992
18:36.9,0.000573,0.068029444,1.606205567,-0.065846037,0.063392646,2.168685042
11:49.1,0.0005639,0.032126276,1.606203821,-0.029984757,0.063392647,2.171308272
37:28.0,0.0005449,6.239644578,1.606200331,-6.237586835,0.063392645,2.176846202
09:54.8,0.0005346,6.197864887,1.606198585,-6.195850777,0.063392645,2.179760901
35:33.8,0.0005157,6.118084141,1.606193349,-6.116148571,0.063392644,2.185297086
24:14.0,0.0005008,6.052211925,1.606189859,-6.050335696,0.063392647,2.18966739
12:54.2,0.0004862,5.984569944,1.606186368,-5.982749566,0.063392648,2.194037695
01:34.5,0.0004722,5.914552571,1.606182877,-5.912788043,0.063392652,2.198407999
34:01.3,0.0004628,5.8666555,1.606179387,-5.864924133,0.063392656,2.201319208
41:10.9,0.0004475,5.78126003,1.606175896,-5.779584514,0.063392662,2.206270707
09:05.8,0.0004342,5.697496443,1.606172405,-5.695869797,0.063392671,2.210930737
39:16.6,0.0004235,5.628219089,1.606168915,-5.626629094,0.063392677,2.214716356
07:11.5,0.0004111,5.538460297,1.606167169,-5.536910444,0.063392688,2.219376385
21:09.0,0.0004049,5.492327754,1.606165424,-5.4907971,0.063392692,2.221704654
09:49.1,0.000395,5.402877884,1.606163679,-5.401380392,0.063392701,2.226073213
58:29.3,0.0003858,5.310307366,1.606160188,-5.308839544,0.063392709,2.230440027
47:09.5,0.0003783,5.215900762,1.606158443,-5.214457374,0.063392716,2.234806841
17:20.4,0.0003703,5.131636265,1.606154952,-5.130205095,0.063392561,2.238590715
01:29.0,0.0003639,4.992205402,1.606151461,-4.990798667,0.063392564,2.244702858
10:54.6,0.0003603,4.896372863,1.606147971,-4.894974855,0.063392572,2.248776456
24:52.2,0.0003588,4.840855685,1.606146225,-4.839461167,0.063392575,2.251104725
13:32.5,0.0003575,4.738869116,1.606142735,-4.737478088,0.063392579,2.255469794
02:12.9,0.0003578,4.636175688,1.606137499,-4.634782915,0.063392582,2.259834862
46:21.4,0.0003599,4.492447824,1.606132263,-4.491042834,0.063392585,2.26594526
58:03.0,0.0003624,4.418339399,1.606130518,-4.416925682,0.063392586,2.269146194
25:58.1,0.0003672,4.310247667,1.606127027,-4.308814752,0.063392587,2.273799242
53:53.2,0.0003736,4.205979953,1.606123536,-4.204524348,0.063392588,2.278454035
42:33.6,0.0003805,4.109979862,1.606120046,-4.108499823,0.063392589,2.282815612
51:59.3,0.0003886,4.02226136,1.606116555,-4.02075165,0.063392589,2.286887466
40:39.7,0.000398,3.931277346,1.606113064,-3.92973622,0.063392591,2.291249043
54:37.2,0.0004037,3.884155201,1.606111319,-3.882593131,0.063392592,2.293573822
38:45.8,0.0004189,3.764280752,1.606106083,-3.762661087,0.063392597,2.299678984
08:56.8,0.0004292,3.69278683,1.606102592,-3.691128767,0.063392601,2.303457622
57:37.2,0.0004417,3.614222579,1.606099102,-3.612517392,0.063392607,2.307819199
46:17.6,0.0004549,3.5379482,1.606095611,-3.536192399,0.063392615,2.312177286
55:43.3,0.0004678,3.469976352,1.60609212,-3.468169937,0.063392625,2.316247394
44:23.7,0.0004819,3.399416181,1.60608863,-3.39755217,0.063392634,2.320605481
33:04.0,0.0004969,3.331454806,1.606085139,-3.329534943,0.063392645,2.324963569
42:29.7,0.000511,3.268938857,1.606081648,-3.266961399,0.063392654,2.329031931
35:41.9,0.0005203,3.230120989,1.606079903,-3.228105134,0.063392661,2.331646434
24:22.2,0.0005346,3.16696276,1.606078158,-3.164882327,0.063392671,2.336004521
10:46.6,0.0005526,3.094685185,1.606074667,-3.092524467,0.063392682,2.341233528
59:26.8,0.0005675,3.034692982,1.606072922,-3.032462451,0.063392691,2.34558987
11:08.4,0.0005782,2.993019756,1.606071176,-2.99073861,0.063392697,2.348785568
59:48.6,0.0005928,2.935329643,1.606067686,-2.932978684,0.063392701,2.353141909
25:27.6,0.0006107,2.864842775,1.606064195,-2.86240106,0.063392708,2.358658895
34:53.2,0.0006241,2.814008316,1.60606245,-2.811496787,0.063392711,2.362723767
48:50.7,0.0006317,2.78617555,1.606060704,-2.783627369,0.063392713,2.3650468
32:59.0,0.0006511,2.711252056,1.606055468,-2.708599155,0.063392716,2.371144981
26:11.2,0.0006593,2.679954812,1.606053723,-2.677258278,0.063392718,2.373757738
51:50.2,0.0006766,2.614564306,1.606048487,-2.611773525,0.06339272,2.379272979
19:45.1,0.0006903,2.560274094,1.606044996,-2.557406518,0.063392722,2.3839173
08:25.4,0.0007029,2.509795682,1.606041506,-2.506856547,0.063392724,2.388271897
17:50.9,0.0007141,2.463986025,1.60603976,-2.460982313,0.063392727,2.392335023
50:17.8,0.000722,2.431212232,1.606038015,-2.428161397,0.06339273,2.395237506
15:56.7,0.0007366,2.369563712,1.606034524,-2.366427356,0.063392735,2.400751001
09:08.9,0.0007433,2.340563321,1.606034524,-2.337386822,0.063392738,2.403362013
14:02.5,0.0007564,2.277958361,1.606029288,-2.274699831,0.063392747,2.409165233
46:29.3,0.000763,2.246882774,1.606027543,-2.243584102,0.063392752,2.41206597
16:40.1,0.0007711,2.206803033,1.606025798,-2.203453746,0.06339276,2.415837627
00:48.6,0.0007813,2.142597606,1.606022307,-2.13917327,0.063392625,2.421930571
54:00.9,0.0007861,2.115410612,1.606020562,-2.111956605,0.063392634,2.424541584
58:54.7,0.0007956,2.055158355,1.606017071,-2.051641517,0.063392649,2.430341313
08:20.3,0.0008018,2.013167479,1.606015326,-2.009608753,0.06339266,2.434402694
01:32.5,0.0008056,1.986532009,1.60601358,-1.982948848,0.063392665,2.437011961
45:40.9,0.0008126,1.923984645,1.60601009,-1.920350869,0.063392683,2.44310316
55:06.4,0.0008168,1.882979879,1.606008344,-1.879316433,0.063392693,2.447162796
48:18.6,0.0008196,1.856403751,1.606008344,-1.852722852,0.063392697,2.449772063
13:57.5,0.0008238,1.800919734,1.606004854,-1.797207419,0.063392709,2.455282068
02:37.7,0.000827,1.757106734,1.606003108,-1.753373475,0.06339272,2.459631428
51:17.9,0.0008292,1.713838276,1.606003108,-1.710089309,0.063392724,2.463980789
44:30.0,0.0008308,1.687471587,1.606001363,-1.683713893,0.063392725,2.466590056
49:23.6,0.0008328,1.628924518,1.605999618,-1.625154606,0.063392731,2.47238804
40:19.7,0.0008338,1.594038876,1.605997872,-1.590263729,0.063392733,2.475866481
28:59.9,0.0008337,1.550789618,1.605996127,-1.54701447,0.063392737,2.480215842
17:40.0,0.0008337,1.50685619,1.605994382,-1.503086278,0.063392739,2.484563457
57:37.9,0.0008287,1.351424148,1.605987401,-1.347699615,0.063392753,2.49992759
04:47.3,0.0008248,1.301966753,1.605985655,-1.298270145,0.06339276,2.504854655
30:26.1,0.0008198,1.245732244,1.605985655,-1.242072289,0.06339277,2.510362914
05:08.8,0.0008177,1.225051838,1.605985655,-1.22140759,0.063392773,2.512390986
28:31.6,0.0008101,1.159450147,1.60598391,-1.155860005,0.063392786,2.518766674
58:42.3,0.000805,1.120225618,1.60598391,-1.116670382,0.063392795,2.52253484
26:37.0,0.0007981,1.071694993,1.605982165,-1.068186881,0.063392805,2.52717218
36:02.4,0.0007914,1.029889121,1.605982165,-1.026426388,0.063392815,2.531228325
49:59.7,0.0007875,1.005609846,1.605980419,-1.002175038,0.063392821,2.533547867
38:39.7,0.0007793,0.958794879,1.605980419,-0.955414176,0.063392831,2.537893737
27:19.7,0.0007704,0.912583797,1.605978674,-0.909258944,0.063392843,2.542241352
52:58.3,0.0007581,0.852432769,1.605978674,-0.849186457,0.063392858,2.547746121
20:52.8,0.0007472,0.801957847,1.605976929,-0.798779603,0.063392869,2.552383461
14:04.8,0.0007402,0.774447968,1.605976929,-0.77130812,0.063392874,2.554990983
23:30.0,0.0007298,0.72964362,1.605976929,-0.726566605,0.063392883,2.559048873
30:39.4,0.0007159,0.672346206,1.605976929,-0.669349476,0.063392667,2.563974192
58:34.2,0.0007024,0.619691368,1.605975183,-0.616771432,0.063392666,2.568609787
47:14.4,0.0006898,0.570729647,1.605975183,-0.567879524,0.063392668,2.572957402
35:54.6,0.0006774,0.519633388,1.605976929,-0.516854823,0.063392682,2.577303272
24:34.7,0.0006638,0.469465644,1.605976929,-0.466760383,0.063392688,2.581650887
13:14.9,0.000651,0.417767246,1.605976929,-0.415133544,0.063392692,2.585996757
06:27.0,0.0006425,0.387210021,1.605976929,-0.384619953,0.063392693,2.588604279
55:07.1,0.0006289,0.333960026,1.605976929,-0.331443261,0.063392696,2.592951894
04:32.7,0.0006157,0.283095895,1.605976929,-0.280647198,0.063392663,2.597008039
34:43.5,0.0006031,0.236361214,1.605976929,-0.233973604,0.063392671,2.60077446
02:38.4,0.0005881,0.177444134,1.605976929,-0.175131573,0.06339267,2.605411799
51:18.6,0.0005745,0.119118721,1.605976929,-0.116875973,0.06339268,2.609757669
21:29.4,0.0005608,0.068910835,1.605976929,-0.066729173,0.063392686,2.613525835
07:53.6,0.0005446,6.278547967,1.605976929,-6.276448336,0.063392698,2.618740879
58:49.7,0.0005331,6.22899807,1.605978674,-6.226950799,0.063392707,2.62221932
47:29.9,0.0005187,6.164974157,1.605980419,-6.162991463,0.063392715,2.626566935
36:10.0,0.0005038,6.099403882,1.605982165,-6.097482275,0.063392725,2.63091455
45:35.4,0.0004909,6.035236852,1.605982165,-6.033371095,0.063392733,2.634972441
11:14.2,0.0004738,5.945221496,1.60598391,-5.943429043,0.063392746,2.640478955
20:39.6,0.0004609,5.875944142,1.605985655,-5.874204049,0.063392755,2.644536845
13:51.7,0.0004524,5.831015877,1.605985655,-5.829305454,0.06339276,2.647144367
02:31.8,0.0004401,5.752563327,1.605985655,-5.750901773,0.063392768,2.651491982
30:26.5,0.0004274,5.666312646,1.605985655,-5.664699961,0.063392775,2.656129322
56:05.2,0.0004133,5.558833525,1.605987401,-5.557274946,0.063392782,2.661637581
26:15.9,0.0004046,5.483691865,1.605987401,-5.482166447,0.063392787,2.665405747
35:41.3,0.0003959,5.399923042,1.605989146,-5.39842904,0.063392792,2.669463638
08:08.0,0.00039,5.33903025,1.605989146,-5.337555446,0.063392795,2.67236263
56:48.1,0.0003818,5.244981438,1.605990891,-5.243532814,0.063392799,2.67671199
22:26.8,0.0003734,5.122642584,1.605990891,-5.12122014,0.063392802,2.682218504
50:21.5,0.0003676,5.016376467,1.605992636,-5.014971477,0.063392804,2.686857589
39:01.6,0.0003639,4.916941569,1.605994382,-4.915547051,0.063392805,2.691206949
09:12.3,0.0003619,4.828367855,1.605996127,-4.826978572,0.063392807,2.694975115
02:24.3,0.0003614,4.768377397,1.605996127,-4.766991606,0.063392808,2.697584383
51:04.4,0.000361,4.666298325,1.605997872,-4.664912534,0.06339281,2.701933743
16:43.1,0.000363,4.537955539,1.605999618,-4.536562766,0.063392813,2.707442002
05:23.2,0.0003662,4.437023148,1.606001363,-4.435619904,0.063392816,2.711791363
14:48.6,0.0003704,4.344997173,1.606003108,-4.343581711,0.06339282,2.715850998
03:28.7,0.0003765,4.247162742,1.606004854,-4.245728081,0.063392825,2.720202104
52:08.7,0.0003836,4.151689741,1.606004854,-4.150232391,0.063392832,2.724551465
45:20.8,0.0003886,4.095261501,1.606006599,-4.093788443,0.063392836,2.727162477
34:00.8,0.0003978,4.007111902,1.606008344,-4.005609173,0.063392845,2.731511838
59:39.5,0.0004111,3.897665795,1.60601009,-3.896122924,0.063392857,2.737023588
27:34.2,0.0004234,3.807865114,1.60601358,-3.806282101,0.063392866,2.741664418
36:59.5,0.0004351,3.732426748,1.606015326,-3.730803592,0.063392875,2.745724054
46:24.9,0.000447,3.66047555,1.606017071,-3.658810505,0.063392882,2.749785435
35:04.9,0.0004602,3.585902867,1.606018816,-3.584190699,0.06339289,2.754138286
44:30.2,0.000473,3.518437164,1.606020562,-3.516677872,0.063392896,2.758199667
33:10.1,0.000487,3.447946807,1.606022307,-3.446131664,0.063392901,2.762550773
42:35.5,0.0005008,3.3834534,1.606024052,-3.381584152,0.063392905,2.766612154
35:47.4,0.0005094,3.343405075,1.606024052,-3.341500921,0.063392907,2.769224912
24:27.4,0.0005237,3.278293822,1.606025798,-3.276328581,0.063392909,2.773576018
50:06.0,0.0005424,3.198438027,1.606027543,-3.196390756,0.06339291,2.779089513
38:46.0,0.0005572,3.137115884,1.606027543,-3.13500229,0.063392911,2.783442364
08:56.7,0.00057,3.08477695,1.606029288,-3.08260227,0.063392912,2.787214021
16:06.0,0.0005867,3.018033815,1.606031034,-3.015780594,0.063392911,2.792146321
04:45.9,0.0006012,2.960259926,1.606031034,-2.957933402,0.063392912,2.796499173
14:11.3,0.0006153,2.907434045,1.606032779,-2.905039453,0.063392912,2.800562299
28:08.6,0.0006228,2.87806539,1.606034524,-2.875632401,0.063392912,2.802883587
16:48.6,0.000637,2.823293467,1.60603627,-2.820787174,0.063392913,2.807236438
05:28.6,0.0006502,2.769868939,1.606038015,-2.767287597,0.063392916,2.811591035
51:52.5,0.0006664,2.70732681,1.60603976,-2.704658202,0.063392919,2.816814805
40:32.5,0.0006793,2.655663319,1.606041506,-2.652919662,0.063392928,2.821167656
08:27.4,0.0006913,2.601385325,1.606043251,-2.598564873,0.063392638,2.825813723
57:07.8,0.0007032,2.551844154,1.606044996,-2.548953889,0.063392646,2.830166574
06:33.4,0.0007139,2.506113037,1.606046742,-2.503156449,0.063392653,2.834231446
20:31.0,0.0007199,2.480133811,1.606046742,-2.477140571,0.063392656,2.836552734
20:52.9,0.0007378,2.397986399,1.606050232,-2.394877968,0.063392673,2.844101283
57:51.6,0.0007407,2.385180918,1.606050232,-2.382055034,0.063392675,2.845263672
23:30.6,0.0007531,2.326255112,1.606051978,-2.323048942,0.063392687,2.850780658
51:25.6,0.0007627,2.276569079,1.606053723,-2.273298332,0.063392696,2.855424979
00:51.2,0.0007713,2.233805022,1.606055468,-2.23048017,0.063392702,2.859491596
14:48.6,0.0007758,2.209194134,1.606057214,-2.205839611,0.063392706,2.861812884
03:28.9,0.0007833,2.163962181,1.606057214,-2.160553553,0.063392712,2.866169226
49:53.1,0.0007921,2.110080376,1.606058959,-2.106612407,0.06339272,2.871396487
17:48.0,0.0008,2.06196514,1.606060704,-2.05844481,0.063392721,2.876042553
45:42.9,0.0008066,2.014300198,1.60606245,-2.01073449,0.063392724,2.880690365
